cohortId,targetId,targetName,strataId,strataName,cohortType
12000381,12,EAU Intermediate Risk,38,"with Cardiovascular events (CVE; myocardial infarction, stroke)",TwS
1000401,1,Newly diagnosed prostate cancer,40,with Venous tromboembolic events (VTE),TwS
2000401,2,Newly diagnosed prostate cancer initiated immediate conservative trt,40,with Venous tromboembolic events (VTE),TwS
3000401,3,Newly diagnosed prostate cancer initiated delayed conservative trt,40,with Venous tromboembolic events (VTE),TwS
4000401,4,Newly diagnosed prostate cancer initiated immediate curative trt,40,with Venous tromboembolic events (VTE),TwS
5000401,5,Newly diagnosed prostate cancer initiated delayed curative trt,40,with Venous tromboembolic events (VTE),TwS
7000401,7,Treatment category: prostatectomy surgery,40,with Venous tromboembolic events (VTE),TwS
8000401,8,Treatment category: radiotherapy,40,with Venous tromboembolic events (VTE),TwS
9000401,9,Treatment category: systemic chemotherapy,40,with Venous tromboembolic events (VTE),TwS
10000401,10,EAU High Risk,40,with Venous tromboembolic events (VTE),TwS
11000401,11,EAU Low Risk,40,with Venous tromboembolic events (VTE),TwS
12000401,12,EAU Intermediate Risk,40,with Venous tromboembolic events (VTE),TwS
1000421,1,Newly diagnosed prostate cancer,42,with Family history of Prostate cancer or family history of germline mutations,TwS
2000421,2,Newly diagnosed prostate cancer initiated immediate conservative trt,42,with Family history of Prostate cancer or family history of germline mutations,TwS
3000421,3,Newly diagnosed prostate cancer initiated delayed conservative trt,42,with Family history of Prostate cancer or family history of germline mutations,TwS
4000421,4,Newly diagnosed prostate cancer initiated immediate curative trt,42,with Family history of Prostate cancer or family history of germline mutations,TwS
5000421,5,Newly diagnosed prostate cancer initiated delayed curative trt,42,with Family history of Prostate cancer or family history of germline mutations,TwS
7000421,7,Treatment category: prostatectomy surgery,42,with Family history of Prostate cancer or family history of germline mutations,TwS
8000421,8,Treatment category: radiotherapy,42,with Family history of Prostate cancer or family history of germline mutations,TwS
9000421,9,Treatment category: systemic chemotherapy,42,with Family history of Prostate cancer or family history of germline mutations,TwS
10000421,10,EAU High Risk,42,with Family history of Prostate cancer or family history of germline mutations,TwS
11000421,11,EAU Low Risk,42,with Family history of Prostate cancer or family history of germline mutations,TwS
12000421,12,EAU Intermediate Risk,42,with Family history of Prostate cancer or family history of germline mutations,TwS
1000431,1,Newly diagnosed prostate cancer,43,with PSA >20 at Diagnosis,TwS
2000431,2,Newly diagnosed prostate cancer initiated immediate conservative trt,43,with PSA >20 at Diagnosis,TwS
3000431,3,Newly diagnosed prostate cancer initiated delayed conservative trt,43,with PSA >20 at Diagnosis,TwS
4000431,4,Newly diagnosed prostate cancer initiated immediate curative trt,43,with PSA >20 at Diagnosis,TwS
5000431,5,Newly diagnosed prostate cancer initiated delayed curative trt,43,with PSA >20 at Diagnosis,TwS
7000431,7,Treatment category: prostatectomy surgery,43,with PSA >20 at Diagnosis,TwS
8000431,8,Treatment category: radiotherapy,43,with PSA >20 at Diagnosis,TwS
9000431,9,Treatment category: systemic chemotherapy,43,with PSA >20 at Diagnosis,TwS
10000431,10,EAU High Risk,43,with PSA >20 at Diagnosis,TwS
11000431,11,EAU Low Risk,43,with PSA >20 at Diagnosis,TwS
12000431,12,EAU Intermediate Risk,43,with PSA >20 at Diagnosis,TwS
1000441,1,Newly diagnosed prostate cancer,44,with PSA <10 at Diagnosis,TwS
2000441,2,Newly diagnosed prostate cancer initiated immediate conservative trt,44,with PSA <10 at Diagnosis,TwS
3000441,3,Newly diagnosed prostate cancer initiated delayed conservative trt,44,with PSA <10 at Diagnosis,TwS
4000441,4,Newly diagnosed prostate cancer initiated immediate curative trt,44,with PSA <10 at Diagnosis,TwS
5000441,5,Newly diagnosed prostate cancer initiated delayed curative trt,44,with PSA <10 at Diagnosis,TwS
7000441,7,Treatment category: prostatectomy surgery,44,with PSA <10 at Diagnosis,TwS
8000441,8,Treatment category: radiotherapy,44,with PSA <10 at Diagnosis,TwS
9000441,9,Treatment category: systemic chemotherapy,44,with PSA <10 at Diagnosis,TwS
10000441,10,EAU High Risk,44,with PSA <10 at Diagnosis,TwS
11000441,11,EAU Low Risk,44,with PSA <10 at Diagnosis,TwS
12000441,12,EAU Intermediate Risk,44,with PSA <10 at Diagnosis,TwS
1000451,1,Newly diagnosed prostate cancer,45,with PSA 10-20 at Diagnosis,TwS
2000451,2,Newly diagnosed prostate cancer initiated immediate conservative trt,45,with PSA 10-20 at Diagnosis,TwS
3000451,3,Newly diagnosed prostate cancer initiated delayed conservative trt,45,with PSA 10-20 at Diagnosis,TwS
4000451,4,Newly diagnosed prostate cancer initiated immediate curative trt,45,with PSA 10-20 at Diagnosis,TwS
5000451,5,Newly diagnosed prostate cancer initiated delayed curative trt,45,with PSA 10-20 at Diagnosis,TwS
7000451,7,Treatment category: prostatectomy surgery,45,with PSA 10-20 at Diagnosis,TwS
8000451,8,Treatment category: radiotherapy,45,with PSA 10-20 at Diagnosis,TwS
9000451,9,Treatment category: systemic chemotherapy,45,with PSA 10-20 at Diagnosis,TwS
10000451,10,EAU High Risk,45,with PSA 10-20 at Diagnosis,TwS
11000451,11,EAU Low Risk,45,with PSA 10-20 at Diagnosis,TwS
12000451,12,EAU Intermediate Risk,45,with PSA 10-20 at Diagnosis,TwS
1000461,1,Newly diagnosed prostate cancer,46,with Grade group (Gleason score) at diagnosis 1 (3+3),TwS
2000461,2,Newly diagnosed prostate cancer initiated immediate conservative trt,46,with Grade group (Gleason score) at diagnosis 1 (3+3),TwS
3000461,3,Newly diagnosed prostate cancer initiated delayed conservative trt,46,with Grade group (Gleason score) at diagnosis 1 (3+3),TwS
4000461,4,Newly diagnosed prostate cancer initiated immediate curative trt,46,with Grade group (Gleason score) at diagnosis 1 (3+3),TwS
5000461,5,Newly diagnosed prostate cancer initiated delayed curative trt,46,with Grade group (Gleason score) at diagnosis 1 (3+3),TwS
7000461,7,Treatment category: prostatectomy surgery,46,with Grade group (Gleason score) at diagnosis 1 (3+3),TwS
8000461,8,Treatment category: radiotherapy,46,with Grade group (Gleason score) at diagnosis 1 (3+3),TwS
9000461,9,Treatment category: systemic chemotherapy,46,with Grade group (Gleason score) at diagnosis 1 (3+3),TwS
10000461,10,EAU High Risk,46,with Grade group (Gleason score) at diagnosis 1 (3+3),TwS
11000461,11,EAU Low Risk,46,with Grade group (Gleason score) at diagnosis 1 (3+3),TwS
12000461,12,EAU Intermediate Risk,46,with Grade group (Gleason score) at diagnosis 1 (3+3),TwS
1000471,1,Newly diagnosed prostate cancer,47,with Grade group (Gleason score) at diagnosis 2 (3+4),TwS
2000471,2,Newly diagnosed prostate cancer initiated immediate conservative trt,47,with Grade group (Gleason score) at diagnosis 2 (3+4),TwS
3000471,3,Newly diagnosed prostate cancer initiated delayed conservative trt,47,with Grade group (Gleason score) at diagnosis 2 (3+4),TwS
4000471,4,Newly diagnosed prostate cancer initiated immediate curative trt,47,with Grade group (Gleason score) at diagnosis 2 (3+4),TwS
5000471,5,Newly diagnosed prostate cancer initiated delayed curative trt,47,with Grade group (Gleason score) at diagnosis 2 (3+4),TwS
7000471,7,Treatment category: prostatectomy surgery,47,with Grade group (Gleason score) at diagnosis 2 (3+4),TwS
8000471,8,Treatment category: radiotherapy,47,with Grade group (Gleason score) at diagnosis 2 (3+4),TwS
9000471,9,Treatment category: systemic chemotherapy,47,with Grade group (Gleason score) at diagnosis 2 (3+4),TwS
10000471,10,EAU High Risk,47,with Grade group (Gleason score) at diagnosis 2 (3+4),TwS
11000471,11,EAU Low Risk,47,with Grade group (Gleason score) at diagnosis 2 (3+4),TwS
12000471,12,EAU Intermediate Risk,47,with Grade group (Gleason score) at diagnosis 2 (3+4),TwS
1000481,1,Newly diagnosed prostate cancer,48,with Grade group (Gleason score) at diagnosis 3 (4+3),TwS
2000481,2,Newly diagnosed prostate cancer initiated immediate conservative trt,48,with Grade group (Gleason score) at diagnosis 3 (4+3),TwS
3000481,3,Newly diagnosed prostate cancer initiated delayed conservative trt,48,with Grade group (Gleason score) at diagnosis 3 (4+3),TwS
4000481,4,Newly diagnosed prostate cancer initiated immediate curative trt,48,with Grade group (Gleason score) at diagnosis 3 (4+3),TwS
5000481,5,Newly diagnosed prostate cancer initiated delayed curative trt,48,with Grade group (Gleason score) at diagnosis 3 (4+3),TwS
7000481,7,Treatment category: prostatectomy surgery,48,with Grade group (Gleason score) at diagnosis 3 (4+3),TwS
8000481,8,Treatment category: radiotherapy,48,with Grade group (Gleason score) at diagnosis 3 (4+3),TwS
9000481,9,Treatment category: systemic chemotherapy,48,with Grade group (Gleason score) at diagnosis 3 (4+3),TwS
10000481,10,EAU High Risk,48,with Grade group (Gleason score) at diagnosis 3 (4+3),TwS
11000481,11,EAU Low Risk,48,with Grade group (Gleason score) at diagnosis 3 (4+3),TwS
12000481,12,EAU Intermediate Risk,48,with Grade group (Gleason score) at diagnosis 3 (4+3),TwS
1000491,1,Newly diagnosed prostate cancer,49,with Grade group (Gleason score) at diagnosis 4 (4+4 OR 3+5 OR 5+3),TwS
2000491,2,Newly diagnosed prostate cancer initiated immediate conservative trt,49,with Grade group (Gleason score) at diagnosis 4 (4+4 OR 3+5 OR 5+3),TwS
3000491,3,Newly diagnosed prostate cancer initiated delayed conservative trt,49,with Grade group (Gleason score) at diagnosis 4 (4+4 OR 3+5 OR 5+3),TwS
4000491,4,Newly diagnosed prostate cancer initiated immediate curative trt,49,with Grade group (Gleason score) at diagnosis 4 (4+4 OR 3+5 OR 5+3),TwS
5000491,5,Newly diagnosed prostate cancer initiated delayed curative trt,49,with Grade group (Gleason score) at diagnosis 4 (4+4 OR 3+5 OR 5+3),TwS
7000491,7,Treatment category: prostatectomy surgery,49,with Grade group (Gleason score) at diagnosis 4 (4+4 OR 3+5 OR 5+3),TwS
8000491,8,Treatment category: radiotherapy,49,with Grade group (Gleason score) at diagnosis 4 (4+4 OR 3+5 OR 5+3),TwS
9000491,9,Treatment category: systemic chemotherapy,49,with Grade group (Gleason score) at diagnosis 4 (4+4 OR 3+5 OR 5+3),TwS
10000491,10,EAU High Risk,49,with Grade group (Gleason score) at diagnosis 4 (4+4 OR 3+5 OR 5+3),TwS
11000491,11,EAU Low Risk,49,with Grade group (Gleason score) at diagnosis 4 (4+4 OR 3+5 OR 5+3),TwS
12000491,12,EAU Intermediate Risk,49,with Grade group (Gleason score) at diagnosis 4 (4+4 OR 3+5 OR 5+3),TwS
1000501,1,Newly diagnosed prostate cancer,50,with Grade group (Gleason score) at diagnosis 5 (5+5 OR 4+5 OR 5+4),TwS
2000501,2,Newly diagnosed prostate cancer initiated immediate conservative trt,50,with Grade group (Gleason score) at diagnosis 5 (5+5 OR 4+5 OR 5+4),TwS
3000501,3,Newly diagnosed prostate cancer initiated delayed conservative trt,50,with Grade group (Gleason score) at diagnosis 5 (5+5 OR 4+5 OR 5+4),TwS
4000501,4,Newly diagnosed prostate cancer initiated immediate curative trt,50,with Grade group (Gleason score) at diagnosis 5 (5+5 OR 4+5 OR 5+4),TwS
5000501,5,Newly diagnosed prostate cancer initiated delayed curative trt,50,with Grade group (Gleason score) at diagnosis 5 (5+5 OR 4+5 OR 5+4),TwS
7000501,7,Treatment category: prostatectomy surgery,50,with Grade group (Gleason score) at diagnosis 5 (5+5 OR 4+5 OR 5+4),TwS
8000501,8,Treatment category: radiotherapy,50,with Grade group (Gleason score) at diagnosis 5 (5+5 OR 4+5 OR 5+4),TwS
9000501,9,Treatment category: systemic chemotherapy,50,with Grade group (Gleason score) at diagnosis 5 (5+5 OR 4+5 OR 5+4),TwS
10000501,10,EAU High Risk,50,with Grade group (Gleason score) at diagnosis 5 (5+5 OR 4+5 OR 5+4),TwS
11000501,11,EAU Low Risk,50,with Grade group (Gleason score) at diagnosis 5 (5+5 OR 4+5 OR 5+4),TwS
12000501,12,EAU Intermediate Risk,50,with Grade group (Gleason score) at diagnosis 5 (5+5 OR 4+5 OR 5+4),TwS
1000511,1,Newly diagnosed prostate cancer,51,"with EAU risk group at diagnosis low-risk (PSA <10 ng/ml AND (Gleason score 6 OR grade group 1) AND c1/cT2a),",TwS
2000511,2,Newly diagnosed prostate cancer initiated immediate conservative trt,51,"with EAU risk group at diagnosis low-risk (PSA <10 ng/ml AND (Gleason score 6 OR grade group 1) AND c1/cT2a),",TwS
3000511,3,Newly diagnosed prostate cancer initiated delayed conservative trt,51,"with EAU risk group at diagnosis low-risk (PSA <10 ng/ml AND (Gleason score 6 OR grade group 1) AND c1/cT2a),",TwS
4000511,4,Newly diagnosed prostate cancer initiated immediate curative trt,51,"with EAU risk group at diagnosis low-risk (PSA <10 ng/ml AND (Gleason score 6 OR grade group 1) AND c1/cT2a),",TwS
5000511,5,Newly diagnosed prostate cancer initiated delayed curative trt,51,"with EAU risk group at diagnosis low-risk (PSA <10 ng/ml AND (Gleason score 6 OR grade group 1) AND c1/cT2a),",TwS
7000511,7,Treatment category: prostatectomy surgery,51,"with EAU risk group at diagnosis low-risk (PSA <10 ng/ml AND (Gleason score 6 OR grade group 1) AND c1/cT2a),",TwS
8000511,8,Treatment category: radiotherapy,51,"with EAU risk group at diagnosis low-risk (PSA <10 ng/ml AND (Gleason score 6 OR grade group 1) AND c1/cT2a),",TwS
9000511,9,Treatment category: systemic chemotherapy,51,"with EAU risk group at diagnosis low-risk (PSA <10 ng/ml AND (Gleason score 6 OR grade group 1) AND c1/cT2a),",TwS
10000511,10,EAU High Risk,51,"with EAU risk group at diagnosis low-risk (PSA <10 ng/ml AND (Gleason score 6 OR grade group 1) AND c1/cT2a),",TwS
11000511,11,EAU Low Risk,51,"with EAU risk group at diagnosis low-risk (PSA <10 ng/ml AND (Gleason score 6 OR grade group 1) AND c1/cT2a),",TwS
12000511,12,EAU Intermediate Risk,51,"with EAU risk group at diagnosis low-risk (PSA <10 ng/ml AND (Gleason score 6 OR grade group 1) AND c1/cT2a),",TwS
1000521,1,Newly diagnosed prostate cancer,52,with EAU risk group at diagnosis intermediate-risk (PSA 10-20 ng/ml OR (Gleason score 7 OR grade group 2-3) OR cT2b),TwS
2000521,2,Newly diagnosed prostate cancer initiated immediate conservative trt,52,with EAU risk group at diagnosis intermediate-risk (PSA 10-20 ng/ml OR (Gleason score 7 OR grade group 2-3) OR cT2b),TwS
3000521,3,Newly diagnosed prostate cancer initiated delayed conservative trt,52,with EAU risk group at diagnosis intermediate-risk (PSA 10-20 ng/ml OR (Gleason score 7 OR grade group 2-3) OR cT2b),TwS
4000521,4,Newly diagnosed prostate cancer initiated immediate curative trt,52,with EAU risk group at diagnosis intermediate-risk (PSA 10-20 ng/ml OR (Gleason score 7 OR grade group 2-3) OR cT2b),TwS
5000521,5,Newly diagnosed prostate cancer initiated delayed curative trt,52,with EAU risk group at diagnosis intermediate-risk (PSA 10-20 ng/ml OR (Gleason score 7 OR grade group 2-3) OR cT2b),TwS
7000521,7,Treatment category: prostatectomy surgery,52,with EAU risk group at diagnosis intermediate-risk (PSA 10-20 ng/ml OR (Gleason score 7 OR grade group 2-3) OR cT2b),TwS
8000521,8,Treatment category: radiotherapy,52,with EAU risk group at diagnosis intermediate-risk (PSA 10-20 ng/ml OR (Gleason score 7 OR grade group 2-3) OR cT2b),TwS
9000521,9,Treatment category: systemic chemotherapy,52,with EAU risk group at diagnosis intermediate-risk (PSA 10-20 ng/ml OR (Gleason score 7 OR grade group 2-3) OR cT2b),TwS
10000521,10,EAU High Risk,52,with EAU risk group at diagnosis intermediate-risk (PSA 10-20 ng/ml OR (Gleason score 7 OR grade group 2-3) OR cT2b),TwS
11000521,11,EAU Low Risk,52,with EAU risk group at diagnosis intermediate-risk (PSA 10-20 ng/ml OR (Gleason score 7 OR grade group 2-3) OR cT2b),TwS
12000521,12,EAU Intermediate Risk,52,with EAU risk group at diagnosis intermediate-risk (PSA 10-20 ng/ml OR (Gleason score 7 OR grade group 2-3) OR cT2b),TwS
1000531,1,Newly diagnosed prostate cancer,53,"with EAU risk group at diagnosis high-risk (PSA >20 ng/ml OR (Gleason score 8-10 OR grade group 4-5) OR cT2c or cT3, cT4)",TwS
2000531,2,Newly diagnosed prostate cancer initiated immediate conservative trt,53,"with EAU risk group at diagnosis high-risk (PSA >20 ng/ml OR (Gleason score 8-10 OR grade group 4-5) OR cT2c or cT3, cT4)",TwS
3000531,3,Newly diagnosed prostate cancer initiated delayed conservative trt,53,"with EAU risk group at diagnosis high-risk (PSA >20 ng/ml OR (Gleason score 8-10 OR grade group 4-5) OR cT2c or cT3, cT4)",TwS
4000531,4,Newly diagnosed prostate cancer initiated immediate curative trt,53,"with EAU risk group at diagnosis high-risk (PSA >20 ng/ml OR (Gleason score 8-10 OR grade group 4-5) OR cT2c or cT3, cT4)",TwS
5000531,5,Newly diagnosed prostate cancer initiated delayed curative trt,53,"with EAU risk group at diagnosis high-risk (PSA >20 ng/ml OR (Gleason score 8-10 OR grade group 4-5) OR cT2c or cT3, cT4)",TwS
7000531,7,Treatment category: prostatectomy surgery,53,"with EAU risk group at diagnosis high-risk (PSA >20 ng/ml OR (Gleason score 8-10 OR grade group 4-5) OR cT2c or cT3, cT4)",TwS
8000531,8,Treatment category: radiotherapy,53,"with EAU risk group at diagnosis high-risk (PSA >20 ng/ml OR (Gleason score 8-10 OR grade group 4-5) OR cT2c or cT3, cT4)",TwS
9000531,9,Treatment category: systemic chemotherapy,53,"with EAU risk group at diagnosis high-risk (PSA >20 ng/ml OR (Gleason score 8-10 OR grade group 4-5) OR cT2c or cT3, cT4)",TwS
10000531,10,EAU High Risk,53,"with EAU risk group at diagnosis high-risk (PSA >20 ng/ml OR (Gleason score 8-10 OR grade group 4-5) OR cT2c or cT3, cT4)",TwS
11000531,11,EAU Low Risk,53,"with EAU risk group at diagnosis high-risk (PSA >20 ng/ml OR (Gleason score 8-10 OR grade group 4-5) OR cT2c or cT3, cT4)",TwS
12000531,12,EAU Intermediate Risk,53,"with EAU risk group at diagnosis high-risk (PSA >20 ng/ml OR (Gleason score 8-10 OR grade group 4-5) OR cT2c or cT3, cT4)",TwS
